rho_active,cross_scale,rho_cross,theta_raw,theta_bin,safe_raw,safe_bin,delta_theta,delta_safe,raw_over_one,rect_over_one
0.25,0.95,0.6283659363778402,1.4339095408169122,1.156131447198274,0.0,0.0,-0.27777809361863826,0.0,True,True
0.3,0.2,0.13784048752090222,0.28577564290499674,0.2233076415108406,1.0,1.0,-0.06246800139415615,0.0,False,False
0.3,0.25,0.17230060940112776,0.35757414804469523,0.2831990499694898,1.0,1.0,-0.07437509807520543,0.0,False,False
0.3,0.3,0.2067607312813533,0.4291536209574232,0.3370976418272808,1.0,1.0,-0.0920559791301424,0.0,False,False
0.3,0.35,0.24122085316157885,0.5012731433341764,0.38947575407635987,1.0,1.0,-0.11179738925781652,0.0,False,False
0.3,0.4,0.27568097504180444,0.5733016379669112,0.45109828552506276,1.0,1.0,-0.12220335244184849,0.0,False,False
0.3,0.45,0.31014109692202996,0.6576865913913238,0.5166212511017997,1.0,1.0,-0.1410653402895241,0.0,False,False
0.3,0.5,0.3446012188022555,0.7299469797965902,0.569279606414466,1.0,1.0,-0.16066737338212422,0.0,False,False
0.3,0.55,0.3790613406824811,0.8024068976404463,0.6340637923738849,1.0,1.0,-0.16834310526656138,0.0,False,False
0.3,0.6,0.4135214625627066,0.8744118888792046,0.68759388304243,1.0,1.0,-0.18681800583677466,0.0,False,False
0.3,0.65,0.4479815844429322,0.9464078731389458,0.741884504258477,1.0,1.0,-0.20452336888046885,0.0,False,False
0.3,0.7,0.4824417063231577,1.0183268083367807,0.8156587177036849,0.0,1.0,-0.20266809063309577,1.0,True,False
0.3,0.75,0.5169018282033833,1.0901266542780401,0.8761601992075505,0.0,1.0,-0.21396645507048961,1.0,True,False
0.3,0.8,0.5513619500836089,1.1618296941757926,0.9260833280121736,0.0,1.0,-0.235746366163619,1.0,True,False
0.3,0.85,0.5858220719638344,1.2333992569748193,0.9951981811152112,0.0,0.6666666666666666,-0.23820107585960815,0.6666666666666666,True,False
0.3,0.9,0.6202821938440599,1.3049222783281134,1.0680871452752814,0.0,0.0,-0.236835133052832,0.0,True,True
0.3,0.95,0.6547423157242854,1.3767729831048785,1.1464440502418904,0.0,0.0,-0.23032893286298806,0.0,True,True
0.35,0.2,0.14317821063276354,0.2756929040373684,0.22444753593196362,1.0,1.0,-0.05124536810540478,0.0,False,False
