support_size,n,seed_count,rho_active,cross_scale,rho_cross,theta_raw,theta_bin,safe_raw,safe_bin,delta_theta,delta_safe
25,5000,3,0.2,0.45,0.21674870241826133,0.9207514538614302,0.8372206306727265,1.0,1.0,-0.08353082318870375,0.0
25,5000,3,0.2,0.5,0.24083189157584592,1.0620749427345404,0.995537878060842,0.0,0.6666666666666666,-0.06653706467369835,0.6666666666666666
25,5000,3,0.2,0.55,0.2649150807334305,1.1303216541482524,1.049800849035765,0.0,0.0,-0.08052080511248727,0.0
25,5000,3,0.2,0.6,0.28899826989101507,1.2354108031410111,1.1331861918915205,0.0,0.0,-0.10222461124949067,0.0
25,5000,3,0.2,0.65,0.3130814590485997,1.3632309194747594,1.265193929009901,0.0,0.0,-0.09803699046485836,0.0
25,5000,3,0.2,0.7,0.33716464820618425,1.4429076228620776,1.3406415299214718,0.0,0.0,-0.10226609294060585,0.0
25,5000,3,0.2,0.75,0.36124783736376886,1.5628178702226114,1.4622660801416656,0.0,0.0,-0.10055179008094584,0.0
25,5000,3,0.2,0.8,0.3853310265213535,1.6620181841716122,1.5479555772861495,0.0,0.0,-0.11406260688546266,0.0
25,5000,3,0.2,0.85,0.40941421567893804,1.7606686242661558,1.643899733587748,0.0,0.0,-0.11676889067840768,0.0
25,5000,3,0.2,0.9,0.43349740483652266,1.8594325769440918,1.7357517607382063,0.0,0.0,-0.12368081620588556,0.0
25,5000,3,0.2,0.95,0.4575805939941072,1.953336201333432,1.8401601657644366,0.0,0.0,-0.11317603556899547,0.0
25,5000,3,0.225,0.0,0.0,0.005123848906807942,0.013258013300533144,1.0,1.0,0.008134164393725201,0.0
25,5000,3,0.225,0.05,0.025298221281347035,0.10444035395334283,0.08441788356538156,1.0,1.0,-0.020022470387961275,0.0
25,5000,3,0.225,0.1,0.05059644256269407,0.20373274022392307,0.17376631757351357,1.0,1.0,-0.029966422650409497,0.0
25,5000,3,0.225,0.15,0.0758946638440411,0.30312075643157327,0.2739055846923053,1.0,1.0,-0.029215171739267964,0.0
25,5000,3,0.225,0.2,0.10119288512538814,0.4005637630895847,0.37060533244268773,1.0,1.0,-0.02995843064689696,0.0
25,5000,3,0.225,0.25,0.12649110640673517,0.5004650494043101,0.4585112115063801,1.0,1.0,-0.04195383789793006,0.0
25,5000,3,0.225,0.3,0.1517893276880822,0.5991691514951051,0.5649497898114407,1.0,1.0,-0.03421936168366435,0.0
25,5000,3,0.225,0.35,0.17708754896942921,0.6978529195477537,0.6388516673298947,1.0,1.0,-0.05900125221785901,0.0
25,5000,3,0.225,0.4,0.20238577025077628,0.7959077415860677,0.7204443538744997,1.0,1.0,-0.07546338771156802,0.0
25,5000,3,0.225,0.45,0.2276839915321233,0.9144683603600395,0.8501849778769984,1.0,1.0,-0.06428338248304111,0.0
25,5000,3,0.225,0.5,0.25298221281347033,0.9765279147521175,0.9119753807362216,1.0,1.0,-0.06455253401589589,0.0
25,5000,3,0.225,0.55,0.2782804340948174,1.0764196038786977,0.9902735992198893,0.0,0.6666666666666666,-0.0861460046588084,0.6666666666666666
25,5000,3,0.225,0.6,0.3035786553761644,1.175213821362921,1.0967115468721043,0.0,0.0,-0.07850227449081681,0.0
25,5000,3,0.225,0.65,0.3288768766575114,1.2981554883775563,1.212232233884168,0.0,0.0,-0.08592325449338833,0.0
25,5000,3,0.225,0.7,0.35417509793885843,1.3731296532849335,1.2858734259330633,0.0,0.0,-0.08725622735187022,0.0
25,5000,3,0.225,0.75,0.3794733192202055,1.4885429477802496,1.4089019760784212,0.0,0.0,-0.07964097170182849,0.0
25,5000,3,0.225,0.8,0.40477154050155256,1.5824509995713185,1.4926081925001664,0.0,0.0,-0.08984280707115211,0.0
25,5000,3,0.225,0.85,0.4300697617828996,1.676560419866031,1.5852331984887755,0.0,0.0,-0.09132722137725557,0.0
25,5000,3,0.225,0.9,0.4553679830642466,1.7705881842652975,1.6771706591015818,0.0,0.0,-0.09341752516371571,0.0
25,5000,3,0.225,0.95,0.4806662043455936,1.8640898704669535,1.7731492737280306,0.0,0.0,-0.09094059673892296,0.0
25,5000,3,0.25,0.0,0.0,0.004706284514615212,0.010645999775773692,1.0,1.0,0.005939715261158479,0.0
25,5000,3,0.25,0.05,0.02645751311064591,0.09950141396727685,0.07958595301119632,1.0,1.0,-0.01991546095608053,0.0
25,5000,3,0.25,0.1,0.05291502622129182,0.19460523189653803,0.17839045971682424,1.0,1.0,-0.016214772179713788,0.0
25,5000,3,0.25,0.15,0.07937253933193772,0.28915993086960406,0.26798055757764966,1.0,1.0,-0.021179373291954406,0.0
25,5000,3,0.25,0.2,0.10583005244258364,0.38418427139577505,0.3573159743083017,1.0,1.0,-0.026868297087473347,0.0
25,5000,3,0.25,0.25,0.13228756555322954,0.47812757325735594,0.44410358614135675,1.0,1.0,-0.03402398711599919,0.0
25,5000,3,0.25,0.3,0.15874507866387544,0.5738643134868842,0.5184482833530654,1.0,1.0,-0.055416030133818794,0.0
25,5000,3,0.25,0.35,0.18520259177452134,0.6668341999199975,0.6184919811316438,1.0,1.0,-0.04834221878835365,0.0
25,5000,3,0.25,0.4,0.2116601048851673,0.7606957729881986,0.6887047350974895,1.0,1.0,-0.07199103789070904,0.0
25,5000,3,0.25,0.45,0.23811761799581319,0.8544127641062019,0.7745694046772633,1.0,1.0,-0.07984335942893861,0.0
25,5000,3,0.25,0.5,0.2645751311064591,0.9335770412832437,0.8634695694340141,1.0,1.0,-0.07010747184922961,0.0
25,5000,3,0.25,0.55,0.291032644217105,1.0292000294786423,0.9540987427073789,0.0,1.0,-0.07510128677126338,1.0
25,5000,3,0.25,0.6,0.3174901573277509,1.1507025373556397,1.0938785455256788,0.0,0.0,-0.056823991829960896,0.0
25,5000,3,0.25,0.65,0.3439476704383968,1.2418836854984001,1.1703703915760182,0.0,0.0,-0.07151329392238193,0.0
