rho_active,cross_scale,rho_cross,seed,theta_raw,theta_bin,safe_raw,safe_bin
-0.25,0.7,-0.175,2203,2.8344704447151594,0.9003999824308553,0.0,1.0
-0.25,0.75,-0.1875,2201,2.998545070762736,0.8953628296281071,0.0,1.0
-0.25,0.75,-0.1875,2202,3.0301549691049208,0.9231875688538349,0.0,1.0
-0.25,0.75,-0.1875,2203,3.0459543006776157,0.9526536076171211,0.0,1.0
-0.25,0.8,-0.2,2201,3.200689136188229,0.9844123761737441,0.0,1.0
-0.25,0.8,-0.2,2202,3.2336233758079294,0.9924028702406449,0.0,1.0
-0.25,0.8,-0.2,2203,3.2556561862357274,0.908527098739666,0.0,1.0
-0.25,0.85,-0.2125,2201,3.4034890563147453,1.034698392579438,0.0,0.0
-0.25,0.85,-0.2125,2202,3.4366373717275427,1.0894767494195678,0.0,0.0
-0.25,0.85,-0.2125,2203,3.4632788860223007,1.0208034884312363,0.0,0.0
-0.25,0.9,-0.225,2201,3.606605254711803,1.1013783741987853,0.0,0.0
-0.25,0.9,-0.225,2202,3.6389747408444,1.1255705619525413,0.0,0.0
-0.25,0.9,-0.225,2203,3.6679607131505594,1.0883363195362667,0.0,0.0
-0.25,0.95,-0.2375,2201,3.810053813792245,1.1730033228733032,0.0,0.0
-0.25,0.95,-0.2375,2202,3.840219356433609,1.216065229471401,0.0,0.0
-0.25,0.95,-0.2375,2203,3.867828172474928,1.211057673311478,0.0,0.0
-0.2,0.2,-0.06324555320336758,2201,0.6255224644940629,0.22794474971967588,1.0,1.0
-0.2,0.2,-0.06324555320336758,2202,0.6544557786597212,0.24405750559175457,1.0,1.0
-0.2,0.2,-0.06324555320336758,2203,0.7087104384907593,0.30630392011779806,1.0,1.0
-0.2,0.25,-0.07905694150420947,2201,0.7826496756186148,0.277056354369191,1.0,1.0
-0.2,0.25,-0.07905694150420947,2202,0.8119675363595764,0.30795139710292085,1.0,1.0
-0.2,0.25,-0.07905694150420947,2203,0.8598041298591752,0.37938869919793533,1.0,1.0
-0.2,0.3,-0.09486832980505136,2201,0.9401367269875724,0.37280419471993065,1.0,1.0
-0.2,0.3,-0.09486832980505136,2202,0.9694571855592697,0.3895899093376086,1.0,1.0
-0.2,0.3,-0.09486832980505136,2203,1.0107063009747033,0.40684633990830177,0.0,1.0
-0.2,0.35,-0.11067971810589325,2201,1.0980420276413982,0.4000718854534484,0.0,1.0
-0.2,0.35,-0.11067971810589325,2202,1.1266471145906265,0.43479301438145385,0.0,1.0
-0.2,0.35,-0.11067971810589325,2203,1.16192442013831,0.4760070493874135,0.0,1.0
-0.2,0.4,-0.12649110640673517,2201,1.2565128795116474,0.4804431555965008,0.0,1.0
-0.2,0.4,-0.12649110640673517,2202,1.2662524476635852,0.5173209175601565,0.0,1.0
-0.2,0.4,-0.12649110640673517,2203,1.2358040620874018,0.500799749482594,0.0,1.0
-0.2,0.45,-0.14230249470757705,2201,1.4147947865514081,0.5536159798307977,0.0,1.0
-0.2,0.45,-0.14230249470757705,2202,1.4277768069104522,0.5555245534295205,0.0,1.0
-0.2,0.45,-0.14230249470757705,2203,1.404903168551871,0.5574069715877048,0.0,1.0
-0.2,0.5,-0.15811388300841894,2201,1.5736424852411028,0.5980355379331281,0.0,1.0
-0.2,0.5,-0.15811388300841894,2202,1.5894437573703328,0.6393239945556102,0.0,1.0
-0.2,0.5,-0.15811388300841894,2203,1.5732925032655112,0.6293604016340918,0.0,1.0
-0.2,0.55,-0.17392527130926086,2201,1.732454218256861,0.6583542840564506,0.0,1.0
-0.2,0.55,-0.17392527130926086,2202,1.7509562996929524,0.7148208593848573,0.0,1.0
-0.2,0.55,-0.17392527130926086,2203,1.7418749851578756,0.6735297406663453,0.0,1.0
-0.2,0.6,-0.18973665961010272,2201,1.8916536368282475,0.7586646165130706,0.0,1.0
-0.2,0.6,-0.18973665961010272,2202,1.9122707324883277,0.7486943846469909,0.0,1.0
-0.2,0.6,-0.18973665961010272,2203,1.9102549935255757,0.7839271118802198,0.0,1.0
-0.2,0.65,-0.20554804791094464,2201,2.0493229712683974,0.7905488162737511,0.0,1.0
-0.2,0.65,-0.20554804791094464,2202,2.069834988290869,0.8513265069480954,0.0,1.0
-0.2,0.65,-0.20554804791094464,2203,2.0769029371462144,0.8802727818325016,0.0,1.0
-0.2,0.7,-0.2213594362117865,2201,2.2049390600186425,0.8775061765121623,0.0,1.0
-0.2,0.7,-0.2213594362117865,2202,2.22129048074859,0.9191145789940351,0.0,1.0
