support_size,n,seed_count,rho_active,cross_scale,rho_cross,seed,theta_raw,theta_bin,safe_raw,safe_bin
25,5000,3,0.05,0.1,0.029664793948382652,6201,0.36677806843916716,0.32988987119121405,1.0,1.0
25,5000,3,0.05,0.1,0.029664793948382652,6202,0.34504964471136956,0.27321993917571075,1.0,1.0
25,5000,3,0.05,0.1,0.029664793948382652,6203,0.3402414924818937,0.27324860021786357,1.0,1.0
25,5000,3,0.05,0.15,0.044497190922573975,6201,0.5372805878845262,0.48492154067924226,1.0,1.0
25,5000,3,0.05,0.15,0.044497190922573975,6202,0.5192167666947372,0.43600071632225795,1.0,1.0
25,5000,3,0.05,0.15,0.044497190922573975,6203,0.505674896603585,0.35252350477866184,1.0,1.0
25,5000,3,0.05,0.2,0.059329587896765304,6201,0.6838264298341641,0.5804750232080849,1.0,1.0
25,5000,3,0.05,0.2,0.059329587896765304,6202,0.6452117713551153,0.4908742177054482,1.0,1.0
25,5000,3,0.05,0.2,0.059329587896765304,6203,0.6255320758547662,0.5198705587135912,1.0,1.0
25,5000,3,0.05,0.25,0.07416198487095663,6201,0.85694073654939,0.7591136206471001,1.0,1.0
25,5000,3,0.05,0.25,0.07416198487095663,6202,0.8167481488075432,0.6297952538423728,1.0,1.0
25,5000,3,0.05,0.25,0.07416198487095663,6203,0.7972883577548836,0.6016738629521678,1.0,1.0
25,5000,3,0.05,0.3,0.08899438184514795,6201,1.0288116382590178,0.8726191694819327,0.0,1.0
25,5000,3,0.05,0.3,0.08899438184514795,6202,0.9913351088450736,0.7843628962696994,1.0,1.0
25,5000,3,0.05,0.3,0.08899438184514795,6203,0.9718909182876204,0.7581152099118702,1.0,1.0
25,5000,3,0.05,0.35,0.10382677881933927,6201,1.2356293003697347,1.0754212192143433,0.0,0.0
25,5000,3,0.05,0.35,0.10382677881933927,6202,1.2359709349771997,0.999922283959024,0.0,1.0
25,5000,3,0.05,0.35,0.10382677881933927,6203,1.2328725738749569,0.9929553201007453,0.0,1.0
25,5000,3,0.05,0.4,0.11865917579353061,6201,1.3685842178419236,1.1088036785989015,0.0,0.0
25,5000,3,0.05,0.4,0.11865917579353061,6202,1.332824307141323,1.0597156865424338,0.0,0.0
25,5000,3,0.05,0.4,0.11865917579353061,6203,1.3182216313837525,1.0085371023500258,0.0,0.0
25,5000,3,0.05,0.45,0.13349157276772194,6201,1.535994857020218,1.1921691615864893,0.0,0.0
25,5000,3,0.05,0.45,0.13349157276772194,6202,1.5013294584374064,1.2109239326605783,0.0,0.0
25,5000,3,0.05,0.45,0.13349157276772194,6203,1.4872273579939759,1.1526040210674144,0.0,0.0
25,5000,3,0.05,0.5,0.14832396974191325,6201,1.7024256067628263,1.380177791176231,0.0,0.0
25,5000,3,0.05,0.5,0.14832396974191325,6202,1.6698852810749387,1.3422594425789072,0.0,0.0
25,5000,3,0.05,0.5,0.14832396974191325,6203,1.6583265537422274,1.286034352747885,0.0,0.0
25,5000,3,0.05,0.55,0.1631563667161046,6201,1.8656391732414515,1.5103165191129144,0.0,0.0
25,5000,3,0.05,0.55,0.1631563667161046,6202,1.8377714519862778,1.5188633932218993,0.0,0.0
25,5000,3,0.05,0.55,0.1631563667161046,6203,1.8294664954042759,1.4242217967943345,0.0,0.0
25,5000,3,0.05,0.6,0.1779887636902959,6201,2.0298342319494345,1.6146874346464943,0.0,0.0
25,5000,3,0.05,0.6,0.1779887636902959,6202,2.0057886484770084,1.6473625866516306,0.0,0.0
25,5000,3,0.05,0.6,0.1779887636902959,6203,2.0000402631418255,1.559036948833282,0.0,0.0
25,5000,3,0.05,0.65,0.19282116066448723,6201,2.1913912700351617,1.7378306801566965,0.0,0.0
25,5000,3,0.05,0.65,0.19282116066448723,6202,2.1724435596956995,1.7876911266808038,0.0,0.0
25,5000,3,0.05,0.65,0.19282116066448723,6203,2.1700241603663937,1.6737248173251138,0.0,0.0
25,5000,3,0.05,0.7,0.20765355763867854,6201,2.3704900623294263,1.9076901989693635,0.0,0.0
25,5000,3,0.05,0.7,0.20765355763867854,6202,2.3780925503985886,1.9508428503352744,0.0,0.0
25,5000,3,0.05,0.7,0.20765355763867854,6203,2.379552976224466,1.920435261180083,0.0,0.0
25,5000,3,0.05,0.75,0.22248595461286988,6201,2.513383985479888,1.9785582199205372,0.0,0.0
25,5000,3,0.05,0.75,0.22248595461286988,6202,2.505017614040189,2.0322816642271153,0.0,0.0
25,5000,3,0.05,0.75,0.22248595461286988,6203,2.5078228238585067,2.038205463483094,0.0,0.0
25,5000,3,0.05,0.8,0.23731835158706122,6201,2.6857033263817174,2.137491917400819,0.0,0.0
25,5000,3,0.05,0.8,0.23731835158706122,6202,2.701235036156467,2.228209019688978,0.0,0.0
25,5000,3,0.05,0.8,0.23731835158706122,6203,2.705667676046185,2.1983494696758257,0.0,0.0
25,5000,3,0.05,0.85,0.2521507485612525,6201,2.8324777187783248,2.2964522840279296,0.0,0.0
25,5000,3,0.05,0.85,0.2521507485612525,6202,2.8336234910032734,2.3296114088797513,0.0,0.0
25,5000,3,0.05,0.85,0.2521507485612525,6203,2.845118428127571,2.2955522702961924,0.0,0.0
25,5000,3,0.05,0.9,0.2669831455354439,6201,2.990627802404849,2.398803532643283,0.0,0.0
25,5000,3,0.05,0.9,0.2669831455354439,6202,2.997978057743926,2.4493490222721466,0.0,0.0
25,5000,3,0.05,0.9,0.2669831455354439,6203,3.0134763394747823,2.4627680557700025,0.0,0.0
25,5000,3,0.05,0.95,0.28181554250963514,6201,3.153788300535683,2.5345179668455513,0.0,0.0
25,5000,3,0.05,0.95,0.28181554250963514,6202,3.1775027204205792,2.6019216139656223,0.0,0.0
25,5000,3,0.05,0.95,0.28181554250963514,6203,3.1935335878015128,2.586082015715328,0.0,0.0
25,5000,3,0.075,0.0,0.0,6201,0.018266091613609807,0.03866505430041193,1.0,1.0
25,5000,3,0.075,0.0,0.0,6202,0.0016953638584397959,0.026380413140379484,1.0,1.0
25,5000,3,0.075,0.0,0.0,6203,0.00512486104621143,0.01730228810985844,1.0,1.0
25,5000,3,0.075,0.05,0.016733200530681513,6201,0.16964685967046855,0.1658913262452852,1.0,1.0
25,5000,3,0.075,0.05,0.016733200530681513,6202,0.15167521644464013,0.12187651241769777,1.0,1.0
25,5000,3,0.075,0.05,0.016733200530681513,6203,0.1546430951293518,0.11967992453990972,1.0,1.0
25,5000,3,0.075,0.1,0.033466401061363026,6201,0.322830523239794,0.2967209841383819,1.0,1.0
25,5000,3,0.075,0.1,0.033466401061363026,6202,0.30473613645312575,0.26905447627282764,1.0,1.0
25,5000,3,0.075,0.1,0.033466401061363026,6203,0.30151854015318724,0.22590792059343145,1.0,1.0
25,5000,3,0.075,0.15,0.05019960159204453,6201,0.47266445541313484,0.45091989312910763,1.0,1.0
25,5000,3,0.075,0.15,0.05019960159204453,6202,0.4559273384079071,0.3926850648025353,1.0,1.0
25,5000,3,0.075,0.15,0.05019960159204453,6203,0.4486585056796484,0.35047711662619696,1.0,1.0
25,5000,3,0.075,0.2,0.06693280212272605,6201,0.6243468468094924,0.5753684427492958,1.0,1.0
25,5000,3,0.075,0.2,0.06693280212272605,6202,0.6097755059174174,0.4880337625737665,1.0,1.0
25,5000,3,0.075,0.2,0.06693280212272605,6203,0.5980147464749447,0.45379523276794953,1.0,1.0
25,5000,3,0.075,0.25,0.08366600265340755,6201,0.7523008404453893,0.676341011804759,1.0,1.0
25,5000,3,0.075,0.25,0.08366600265340755,6202,0.7172508334707941,0.568875650481934,1.0,1.0
25,5000,3,0.075,0.25,0.08366600265340755,6203,0.7024180999784068,0.6029843891736874,1.0,1.0
25,5000,3,0.075,0.3,0.10039920318408906,6201,0.9061104619832813,0.8317375449381572,1.0,1.0
25,5000,3,0.075,0.3,0.10039920318408906,6202,0.8711206402184185,0.7612443937955131,1.0,1.0
25,5000,3,0.075,0.3,0.10039920318408906,6203,0.8552264106240407,0.6766502599188201,1.0,1.0
25,5000,3,0.075,0.35,0.11713240371477057,6201,1.0561450147997193,0.9094538275266266,0.0,1.0
25,5000,3,0.075,0.35,0.11713240371477057,6202,1.0239405289375498,0.851864167975744,0.0,1.0
25,5000,3,0.075,0.35,0.11713240371477057,6203,1.010082210502885,0.8301054272184273,0.0,1.0
25,5000,3,0.075,0.4,0.1338656042454521,6201,1.2365594247543936,1.119145408293206,0.0,0.0
25,5000,3,0.075,0.4,0.1338656042454521,6202,1.2419354344682554,1.0610499013288508,0.0,0.0
25,5000,3,0.075,0.4,0.1338656042454521,6203,1.2394184016611463,1.058266058568973,0.0,0.0
25,5000,3,0.075,0.45,0.1505988047761336,6201,1.354865658067454,1.186755976133216,0.0,0.0
25,5000,3,0.075,0.45,0.1505988047761336,6202,1.3256296464002657,1.073484029744737,0.0,0.0
25,5000,3,0.075,0.45,0.1505988047761336,6203,1.3150992999135769,1.0885600121608927,0.0,0.0
25,5000,3,0.075,0.5,0.1673320053068151,6201,1.5295395001334084,1.3125982011784094,0.0,0.0
25,5000,3,0.075,0.5,0.1673320053068151,6202,1.532832282981614,1.2893883853510613,0.0,0.0
25,5000,3,0.075,0.5,0.1673320053068151,6203,1.5305922161110315,1.2787220917741644,0.0,0.0
25,5000,3,0.075,0.55,0.18406520583749664,6201,1.650625166773826,1.4045587697081734,0.0,0.0
25,5000,3,0.075,0.55,0.18406520583749664,6202,1.62665849621306,1.4075103627209349,0.0,0.0
25,5000,3,0.075,0.55,0.18406520583749664,6203,1.6180794248412222,1.3031204242419587,0.0,0.0
25,5000,3,0.075,0.6,0.2007984063681781,6201,1.796213982512759,1.5043980571975473,0.0,0.0
25,5000,3,0.075,0.6,0.2007984063681781,6202,1.774437445682564,1.521030827957364,0.0,0.0
25,5000,3,0.075,0.6,0.2007984063681781,6203,1.7721619768652142,1.428942549964955,0.0,0.0
25,5000,3,0.075,0.65,0.21753160689885964,6201,1.9408501777033635,1.622214751664421,0.0,0.0
25,5000,3,0.075,0.65,0.21753160689885964,6202,1.9248911695743596,1.6773830090552648,0.0,0.0
25,5000,3,0.075,0.65,0.21753160689885964,6203,1.9211588738212628,1.5594034151980911,0.0,0.0
25,5000,3,0.075,0.7,0.23426480742954114,6201,2.084759553937947,1.7493191482798418,0.0,0.0
25,5000,3,0.075,0.7,0.23426480742954114,6202,2.071550115735783,1.8098511107964868,0.0,0.0
25,5000,3,0.075,0.7,0.23426480742954114,6203,2.0733278334235603,1.719940853328584,0.0,0.0
25,5000,3,0.075,0.75,0.25099800796022265,6201,2.227514182314949,1.850548203919939,0.0,0.0
25,5000,3,0.075,0.75,0.25099800796022265,6202,2.219312333601434,1.922720172508788,0.0,0.0
25,5000,3,0.075,0.75,0.25099800796022265,6203,2.2225575710502623,1.832473766501576,0.0,0.0
25,5000,3,0.075,0.8,0.2677312084909042,6201,2.3695418684088967,1.9985580128707148,0.0,0.0
25,5000,3,0.075,0.8,0.2677312084909042,6202,2.3652854985681495,2.026730194569349,0.0,0.0
25,5000,3,0.075,0.8,0.2677312084909042,6203,2.3720231406052465,1.9697023262536502,0.0,0.0
25,5000,3,0.075,0.85,0.28446440902158565,6201,2.510613059327157,2.1152150355031596,0.0,0.0
25,5000,3,0.075,0.85,0.28446440902158565,6202,2.5120530885549415,2.127500437721337,0.0,0.0
25,5000,3,0.075,0.85,0.28446440902158565,6203,2.52231669766858,2.1447926772283368,0.0,0.0
25,5000,3,0.075,0.9,0.3011976095522672,6201,2.650999713463974,2.2458845610923976,0.0,0.0
25,5000,3,0.075,0.9,0.3011976095522672,6202,2.6588562587049402,2.30968988214158,0.0,0.0
25,5000,3,0.075,0.9,0.3011976095522672,6203,2.67213079268842,2.2506516745611362,0.0,0.0
25,5000,3,0.075,0.95,0.3179308100829487,6201,2.795979644225376,2.3490724264586706,0.0,0.0
25,5000,3,0.075,0.95,0.3179308100829487,6202,2.8168666661507977,2.3940507257033143,0.0,0.0
25,5000,3,0.075,0.95,0.3179308100829487,6203,2.8303078789885268,2.4229563322953123,0.0,0.0
25,5000,3,0.1,0.0,0.0,6201,0.01617299001888364,0.03584604574556234,1.0,1.0
25,5000,3,0.1,0.0,0.0,6202,0.000614384673453431,0.020301250199113892,1.0,1.0
25,5000,3,0.1,0.0,0.0,6203,0.005575822946037394,0.011552563289482932,1.0,1.0
25,5000,3,0.1,0.05,0.018439088914585774,6201,0.1543559529168692,0.11807560309377663,1.0,1.0
25,5000,3,0.1,0.05,0.018439088914585774,6202,0.13643035728047204,0.12553113323174456,1.0,1.0
25,5000,3,0.1,0.05,0.018439088914585774,6203,0.14146028661850954,0.0950846824842612,1.0,1.0
25,5000,3,0.1,0.1,0.03687817782917155,6201,0.29065245265040546,0.2752784247302838,1.0,1.0
25,5000,3,0.1,0.1,0.03687817782917155,6202,0.27578345889115563,0.22772531837122728,1.0,1.0
25,5000,3,0.1,0.1,0.03687817782917155,6203,0.2750878310901914,0.18811194226082384,1.0,1.0
25,5000,3,0.1,0.15,0.05531726674375732,6201,0.42852099553240103,0.39329549914238965,1.0,1.0
25,5000,3,0.1,0.15,0.05531726674375732,6202,0.4126394273138224,0.3659090516939062,1.0,1.0
25,5000,3,0.1,0.15,0.05531726674375732,6203,0.40818738340891303,0.30197339378268506,1.0,1.0
25,5000,3,0.1,0.2,0.0737563556583431,6201,0.5638547077408822,0.5450452852508079,1.0,1.0
25,5000,3,0.1,0.2,0.0737563556583431,6202,0.5509791151591034,0.49620670148235574,1.0,1.0
25,5000,3,0.1,0.2,0.0737563556583431,6203,0.5414098281583241,0.4251739089673678,1.0,1.0
25,5000,3,0.1,0.25,0.09219544457292887,6201,0.7006391159884775,0.6482994306807932,1.0,1.0
25,5000,3,0.1,0.25,0.09219544457292887,6202,0.6869374586107369,0.6242214475530543,1.0,1.0
25,5000,3,0.1,0.25,0.09219544457292887,6203,0.6749820214394482,0.5321707952491987,1.0,1.0
25,5000,3,0.1,0.3,0.11063453348751465,6201,0.8174321420248223,0.770534473680218,1.0,1.0
25,5000,3,0.1,0.3,0.11063453348751465,6202,0.7881869464512581,0.6717792271197789,1.0,1.0
25,5000,3,0.1,0.3,0.11063453348751465,6203,0.7754026193247653,0.6500228441245893,1.0,1.0
25,5000,3,0.1,0.35,0.1290736224021004,6201,0.9546261785533798,0.886940696646909,1.0,1.0
25,5000,3,0.1,0.35,0.1290736224021004,6202,0.9254529129710857,0.8012364603066381,1.0,1.0
25,5000,3,0.1,0.35,0.1290736224021004,6203,0.913839301242596,0.7440925246435119,1.0,1.0
25,5000,3,0.1,0.4,0.1475127113166862,6201,1.0910711348188569,0.9683557484319956,0.0,1.0
