seed,c_value,log10_c,split,rectifier,raw_j,rect_j,delta_j,raw_tpr,rect_tpr,delta_tpr,raw_tnr,rect_tnr,delta_tnr,raw_nonzero,rect_nonzero
77,0.21066486017042194,-0.6764079005894033,legacy67,minmax,0.6295238095238096,0.7961904761904761,0.16666666666666652,0.9866666666666667,0.9866666666666667,0.0,0.6428571428571429,0.8095238095238095,0.16666666666666663,13,9
77,0.2673088310781669,-0.5729866932256429,legacy67,minmax,0.6295238095238096,0.8200000000000001,0.19047619047619047,0.9866666666666667,0.9866666666666667,0.0,0.6428571428571429,0.8333333333333334,0.19047619047619047,15,9
77,0.2715581955282939,-0.5661370858229096,legacy67,minmax,0.6295238095238096,0.8200000000000001,0.19047619047619047,0.9866666666666667,0.9866666666666667,0.0,0.6428571428571429,0.8333333333333334,0.19047619047619047,15,9
77,0.292043384718141,-0.5345526268252332,legacy67,minmax,0.6295238095238096,0.8200000000000001,0.19047619047619047,0.9866666666666667,0.9866666666666667,0.0,0.6428571428571429,0.8333333333333334,0.19047619047619047,15,9
77,0.314891164795686,-0.50183952461055,legacy67,minmax,0.6295238095238096,0.8200000000000001,0.19047619047619047,0.9866666666666667,0.9866666666666667,0.0,0.6428571428571429,0.8333333333333334,0.19047619047619047,16,9
77,0.35868164986275475,-0.44529084124207197,legacy67,minmax,0.6295238095238096,0.8200000000000001,0.19047619047619047,0.9866666666666667,0.9866666666666667,0.0,0.6428571428571429,0.8333333333333334,0.19047619047619047,17,9
77,0.5130551760589832,-0.2898359265658015,legacy67,minmax,0.6428571428571428,0.8676190476190477,0.22476190476190494,1.0,0.9866666666666667,-0.013333333333333308,0.6428571428571429,0.8809523809523809,0.23809523809523803,23,10
77,0.5342937261279772,-0.27221992543153695,legacy67,minmax,0.6428571428571428,0.8676190476190477,0.22476190476190494,1.0,0.9866666666666667,-0.013333333333333308,0.6428571428571429,0.8809523809523809,0.23809523809523803,23,10
77,0.5762487216478598,-0.23939002504159476,legacy67,minmax,0.6428571428571428,0.8676190476190477,0.22476190476190494,1.0,0.9866666666666667,-0.013333333333333308,0.6428571428571429,0.8809523809523809,0.23809523809523803,24,10
77,0.6672367170464204,-0.17572006313185626,legacy67,minmax,0.6295238095238096,0.8676190476190477,0.23809523809523814,0.9866666666666667,0.9866666666666667,0.0,0.6428571428571429,0.8809523809523809,0.23809523809523803,25,10
77,0.7742116473996242,-0.1111402993522028,legacy67,minmax,0.6533333333333333,0.8676190476190477,0.2142857142857144,0.9866666666666667,0.9866666666666667,0.0,0.6666666666666666,0.8809523809523809,0.2142857142857143,24,9
77,0.9444574254983555,-0.02481761454243703,legacy67,minmax,0.6533333333333333,0.8647619047619046,0.2114285714285713,0.9866666666666667,0.96,-0.026666666666666727,0.6666666666666666,0.9047619047619048,0.23809523809523814,24,9
77,0.9565499215943818,-0.019292359554919238,legacy67,minmax,0.6533333333333333,0.8647619047619046,0.2114285714285713,0.9866666666666667,0.96,-0.026666666666666727,0.6666666666666666,0.9047619047619048,0.23809523809523814,24,9
77,1.1400863701127315,0.0569377536544464,legacy67,minmax,0.6533333333333333,0.8380952380952382,0.1847619047619049,0.9866666666666667,0.9333333333333333,-0.053333333333333344,0.6666666666666666,0.9047619047619048,0.23809523809523814,25,9
77,1.2030178871154662,0.08027208471124325,legacy67,minmax,0.6400000000000001,0.8380952380952382,0.1980952380952381,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.6666666666666666,0.9047619047619048,0.23809523809523814,25,9
77,1.2329098365270508,0.0909313175279762,legacy67,minmax,0.6400000000000001,0.8380952380952382,0.1980952380952381,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.6666666666666666,0.9047619047619048,0.23809523809523814,25,9
77,1.2561043700013554,0.09902572652895136,legacy67,minmax,0.6400000000000001,0.8380952380952382,0.1980952380952381,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.6666666666666666,0.9047619047619048,0.23809523809523814,25,9
77,1.4817820606039076,0.17078433263299386,legacy67,minmax,0.6638095238095238,0.8380952380952382,0.17428571428571438,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.6904761904761905,0.9047619047619048,0.2142857142857143,24,9
77,1.5375920235481748,0.1868411173731186,legacy67,minmax,0.6638095238095238,0.8380952380952382,0.17428571428571438,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.6904761904761905,0.9047619047619048,0.2142857142857143,24,9
77,1.7583640270008503,0.24510879027798493,legacy67,minmax,0.6638095238095238,0.8380952380952382,0.17428571428571438,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.6904761904761905,0.9047619047619048,0.2142857142857143,25,9
77,2.34238498471129,0.36965827544816987,legacy67,minmax,0.6638095238095238,0.8380952380952382,0.17428571428571438,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.6904761904761905,0.9047619047619048,0.2142857142857143,26,9
77,2.4637685958997446,0.39159991524434057,legacy67,minmax,0.6638095238095238,0.8380952380952382,0.17428571428571438,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.6904761904761905,0.9047619047619048,0.2142857142857143,25,9
77,2.4810409748678097,0.3946339367881464,legacy67,minmax,0.6638095238095238,0.8380952380952382,0.17428571428571438,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.6904761904761905,0.9047619047619048,0.2142857142857143,25,9
77,2.5378155082656626,0.40446004697283516,legacy67,minmax,0.6638095238095238,0.8380952380952382,0.17428571428571438,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.6904761904761905,0.9047619047619048,0.2142857142857143,25,9
77,2.692646910086177,0.43017940760575346,legacy67,minmax,0.6638095238095238,0.8380952380952382,0.17428571428571438,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.6904761904761905,0.9047619047619048,0.2142857142857143,24,9
77,2.801635158716258,0.4474115788895179,legacy67,minmax,0.6638095238095238,0.8380952380952382,0.17428571428571438,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.6904761904761905,0.9047619047619048,0.2142857142857143,24,9
77,3.113095956122122,0.4931925073102317,legacy67,minmax,0.6638095238095238,0.8380952380952382,0.17428571428571438,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.6904761904761905,0.9047619047619048,0.2142857142857143,25,9
77,3.550012525851159,0.5502298854208525,legacy67,minmax,0.6638095238095238,0.8380952380952382,0.17428571428571438,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.6904761904761905,0.9047619047619048,0.2142857142857143,25,9
77,4.467752817973904,0.6500891374159279,legacy67,minmax,0.6638095238095238,0.8380952380952382,0.17428571428571438,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.6904761904761905,0.9047619047619048,0.2142857142857143,26,9
