c_value,log10_c,mean_delta_j,std_delta_j,median_delta_j,p05_delta_j,p95_delta_j,positive_fraction,mean_delta_tpr,mean_delta_tnr,mean_raw_nonzero,mean_rect_nonzero,seed_2345_delta_j
0.0366181922039242,-1.4363031001009494,0.021942479962281942,0.08014419213918847,0.0,-0.0714285714285714,0.1904761904761904,0.48514851485148514,-0.004224422442244217,0.026166902404526165,3.6732673267326734,2.3069306930693068,0.0
0.0420705395028793,-1.3760219186551894,-0.0019424799622819282,0.09230835839858592,-0.0028571428571428,-0.1428571428571428,0.1666666666666667,0.3564356435643564,-0.0038283828382838234,0.0018859028760018865,4.00990099009901,2.6534653465346536,-0.0476190476190474
0.0420798866960663,-1.375925438230254,-0.0019424799622819282,0.09230835839858592,-0.0028571428571428,-0.1428571428571428,0.1666666666666667,0.3564356435643564,-0.0038283828382838234,0.0018859028760018865,4.00990099009901,2.6534653465346536,-0.0476190476190474
0.0480946196750157,-1.317903505250834,-0.007449316360207465,0.09525517904295432,0.0,-0.1666666666666665,0.1428571428571428,0.42574257425742573,-0.004620462046204618,-0.0028288543140028285,4.445544554455446,3.198019801980198,-0.119047619047619
0.0533703276260395,-1.2727001311715975,-0.005846298915605858,0.09739314439482159,0.0,-0.1666666666666667,0.1371428571428572,0.45544554455445546,-0.00396039603960396,-0.0018859028760018885,4.752475247524752,3.702970297029703,-0.0952380952380953
0.0541524411940253,-1.2663819605862647,-0.003696369636963702,0.0979832265833154,0.0,-0.1666666666666665,0.1371428571428572,0.4752475247524752,-0.003696369636963695,-1.2366345571319812e-18,4.871287128712871,3.8118811881188117,-0.0952380952380953
0.0548804700076604,-1.2605821778978918,-0.0029891560584630024,0.09592202329202001,0.0,-0.1428571428571428,0.1371428571428572,0.4752475247524752,-0.003696369636963696,0.0007072135785007045,4.930693069306931,3.891089108910891,-0.0952380952380953
0.0608039019029659,-1.2160685503234192,0.005044790193305031,0.08235474888019126,0.0028571428571426,-0.1352380952380951,0.1266666666666667,0.504950495049505,-0.0013201320132013217,0.006364922206506366,5.356435643564357,4.465346534653466,-0.0714285714285714
0.0623537713567315,-1.2051372738633104,0.007694483734087679,0.08294321562928685,0.0028571428571428,-0.1219047619047619,0.1238095238095238,0.5148514851485149,-0.0007920792079207942,0.008486562942008488,5.455445544554456,4.564356435643564,-0.0952380952380951
0.0629064429458614,-1.201304871366561,0.012305516265912288,0.08110212292652651,0.0133333333333334,-0.1057142857142858,0.1238095238095238,0.5445544554455446,-0.0006600660066006626,0.012965582272512965,5.475247524752476,4.633663366336633,-0.0952380952380951
0.070689749506246,-1.1506435572868954,0.021565299387081523,0.07477077098271714,0.0238095238095237,-0.1190476190476188,0.1399999999999999,0.6237623762376238,0.0010561056105610484,0.020509193776520506,6.0495049504950495,5.247524752475248,-0.0952380952380951
0.1084226271733015,-0.9648800735999324,0.07737859500235732,0.05901941045718537,0.0819047619047621,-0.0238095238095237,0.1800000000000001,0.8910891089108911,0.007128712871287122,0.07024988213107022,8.267326732673267,7.217821782178218,0.1323809523809522
0.1217295809836996,-0.9146038729044164,0.08456388495992453,0.0607725497216278,0.0847619047619048,-0.0238095238095239,0.1742857142857143,0.9108910891089109,0.008184818481848176,0.07637906647807635,9.089108910891088,7.524752475247524,0.1457142857142856
0.1329652145729951,-0.876261961250477,0.09156058462989153,0.059601705937169076,0.098095238095238,-0.0180952380952379,0.1723809523809523,0.9405940594059405,0.008580858085808572,0.08297972654408295,9.801980198019802,7.702970297029703,0.1457142857142856
0.1461896279370495,-0.8350834392078323,0.09900047147571897,0.061708167868078014,0.1057142857142856,0.0076190476190474,0.1980952380952381,0.9504950495049505,0.008712871287128705,0.09028760018859026,10.603960396039604,7.900990099009901,0.1219047619047617
0.1474275315991466,-0.8314214058591274,0.09973597359735971,0.06270618508074832,0.1085714285714285,0.0076190476190474,0.1980952380952381,0.9504950495049505,0.008976897689768969,0.09075907590759073,10.653465346534654,7.910891089108911,0.1219047619047617
