quantile_id,quantile_label,mean_delta_j,median_delta_j,p05_delta_j,p95_delta_j,positive_fraction,mean_delta_tpr,mean_delta_tnr,mean_rect_nonzero,seed_2345_delta_j
q10_90,10/90,0.08209335219236205,0.0761904761904763,-0.0476190476190474,0.1980952380952381,0.900990099009901,-0.048976897689768956,0.13107024988213103,10.257425742574258,0.1342857142857141
q20_80,20/80,0.06312116925978309,0.0523809523809526,-0.0428571428571429,0.1952380952380954,0.8118811881188119,-0.040132013201320114,0.10325318246110322,10.811881188118813,0.1476190476190475
q25_75,25/75 (default),0.003130598774163097,0.0047619047619047,-0.1333333333333333,0.1400000000000001,0.504950495049505,-0.08079207920792075,0.08392267798208389,11.514851485148515,0.0647619047619045
q30_70,30/70,-0.08324375294672322,-0.0771428571428571,-0.2076190476190476,0.0790476190476192,0.1188118811881188,-0.09267326732673263,0.009429514380009434,11.564356435643564,0.0047619047619047
q35_65,35/65,-0.2116171617161716,-0.2219047619047618,-0.3914285714285714,-0.0399999999999998,0.019801980198019802,-0.010297029702970296,-0.20132013201320131,12.821782178217822,-0.343809523809524
