seed,quantile_id,quantile_label,split,raw_c,rect_c,quantile_low,quantile_high,raw_j,rect_j,delta_j,raw_tpr,rect_tpr,delta_tpr,raw_tnr,rect_tnr,delta_tnr,raw_nonzero,rect_nonzero
4,q10_90,10/90,legacy67,0.1,0.1,0.1,0.9,0.5685714285714285,0.637142857142857,0.0685714285714285,0.9733333333333334,0.9466666666666667,-0.026666666666666727,0.5952380952380952,0.6904761904761905,0.09523809523809523,7,9
4,q20_80,20/80,legacy67,0.1,0.1,0.2,0.8,0.5685714285714285,0.7561904761904761,0.18761904761904757,0.9733333333333334,0.9466666666666667,-0.026666666666666727,0.5952380952380952,0.8095238095238095,0.2142857142857143,7,11
4,q25_75,25/75 (default),legacy67,0.1,0.1,0.25,0.75,0.5685714285714285,0.7085714285714286,0.14000000000000012,0.9733333333333334,0.9466666666666667,-0.026666666666666727,0.5952380952380952,0.7619047619047619,0.16666666666666663,7,13
4,q30_70,30/70,legacy67,0.1,0.1,0.3,0.7,0.5685714285714285,0.5276190476190477,-0.04095238095238085,0.9733333333333334,0.8133333333333334,-0.16000000000000003,0.5952380952380952,0.7142857142857143,0.11904761904761907,7,13
4,q35_65,35/65,legacy67,0.1,0.1,0.35,0.65,0.5685714285714285,0.3933333333333333,-0.1752380952380952,0.9733333333333334,0.8933333333333333,-0.08000000000000007,0.5952380952380952,0.5,-0.09523809523809523,7,13
5,q10_90,10/90,legacy67,0.1,0.1,0.1,0.9,0.6714285714285715,0.74,0.0685714285714285,0.9333333333333333,0.9066666666666666,-0.026666666666666727,0.7380952380952381,0.8333333333333334,0.09523809523809523,7,9
5,q20_80,20/80,legacy67,0.1,0.1,0.2,0.8,0.6714285714285715,0.6923809523809523,0.020952380952380834,0.9333333333333333,0.9066666666666666,-0.026666666666666727,0.7380952380952381,0.7857142857142857,0.04761904761904756,7,10
5,q25_75,25/75 (default),legacy67,0.1,0.1,0.25,0.75,0.6714285714285715,0.6552380952380952,-0.01619047619047631,0.9333333333333333,0.8933333333333333,-0.040000000000000036,0.7380952380952381,0.7619047619047619,0.023809523809523725,7,10
5,q30_70,30/70,legacy67,0.1,0.1,0.3,0.7,0.6714285714285715,0.6123809523809522,-0.05904761904761924,0.9333333333333333,0.8266666666666667,-0.10666666666666669,0.7380952380952381,0.7857142857142857,0.04761904761904756,7,11
5,q35_65,35/65,legacy67,0.1,0.1,0.35,0.65,0.6714285714285715,0.5285714285714285,-0.14285714285714302,0.9333333333333333,0.9333333333333333,0.0,0.7380952380952381,0.5952380952380952,-0.1428571428571429,7,11
6,q10_90,10/90,legacy67,0.1,0.1,0.1,0.9,0.7619047619047619,0.7638095238095237,0.0019047619047618536,1.0,0.9066666666666666,-0.09333333333333338,0.7619047619047619,0.8571428571428571,0.09523809523809523,8,11
6,q20_80,20/80,legacy67,0.1,0.1,0.2,0.8,0.7619047619047619,0.8409523809523809,0.07904761904761903,1.0,0.96,-0.040000000000000036,0.7619047619047619,0.8809523809523809,0.11904761904761907,8,14
6,q25_75,25/75 (default),legacy67,0.1,0.1,0.25,0.75,0.7619047619047619,0.7323809523809524,-0.029523809523809508,1.0,0.9466666666666667,-0.053333333333333344,0.7619047619047619,0.7857142857142857,0.023809523809523836,8,11
6,q30_70,30/70,legacy67,0.1,0.1,0.3,0.7,0.7619047619047619,0.7000000000000002,-0.061904761904761685,1.0,0.8666666666666667,-0.1333333333333333,0.7619047619047619,0.8333333333333334,0.07142857142857151,8,12
