seed,delta_auc_rectified_vs_raw,delta_j_rectified_vs_raw,delta_f1_exact_rectified_vs_raw,delta_auc_rule_vs_rectified,delta_j_rule_vs_rectified,delta_f1_exact_rule_vs_rectified,delta_runtime_rule_vs_rectified
1234,0.007667440318302243,0.12278265915119357,0.5714285714285714,-0.002383123342175053,0.0,0.1558441558441559,0.0050472000148147345
1235,0.018711343597841545,0.0934333464929592,0.7142857142857143,-0.0025743518884063787,0.00916238978813022,0.10924369747899154,0.005516500037627381
1236,0.007066999077364078,0.04968492962446769,0.4285714285714286,-0.006468267211087397,0.0023752969121138,0.1558441558441559,0.004528400022536516
