,auc_test,auc_test,j_test,j_test,f1max_test,f1max_test,precision_exact,precision_exact,recall_exact,recall_exact,f1_exact,f1_exact,precision_near,precision_near,recall_near,recall_near,f1_near,f1_near,n_selected,n_selected,nonzero_total,nonzero_total,t_stage,t_stage
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
method,,,,,,,,,,,,,,,,,,,,,,,,
raw,0.9864083658712456,0.00840186734467341,0.8819195609664954,0.026634529757002146,0.9360587548853495,0.003142504599606757,0.047619047619047596,0.08247860988423222,0.047619047619047596,0.08247860988423222,0.047619047619047596,0.08247860988423222,0.09523809523809519,0.08247860988423221,0.09523809523809519,0.08247860988423221,0.09523809523809519,0.08247860988423221,7.0,0.0,340.6666666666667,105.39607835841583,23.142296800001834,0.8152265132546815
rectified,0.9975569602024148,0.0022058709153595316,0.9705532060560356,0.01889607011311681,0.9849165886717307,0.009669833097148263,0.6190476190476191,0.08247860988423228,0.6190476190476191,0.08247860988423228,0.6190476190476191,0.08247860988423228,0.6190476190476191,0.08247860988423228,0.6190476190476191,0.08247860988423228,0.6190476190476191,0.08247860988423228,7.0,0.0,190.0,117.79643458101778,12.195967200018154,1.5617587026170017
rule,0.9937483793885252,0.0034033968165240926,0.9743991016227835,0.01543373825493149,0.9860310276213723,0.008912309564680667,0.9,0.17320508075688776,0.7142857142857143,0.24743582965269678,0.7593582887700535,0.0555738227027447,0.9,0.17320508075688776,0.7142857142857143,0.24743582965269678,0.7593582887700535,0.0555738227027447,6.0,3.4641016151377544,6.0,3.4641016151377544,12.200997900043149,1.5622527535065622
