eps,k_selected,meets_train_tolerance,baseline_nonzero,compression_ratio,baseline_auc_test,rule_auc_test,delta_auc,baseline_j_test,rule_j_test,delta_j,baseline_j_train,rule_j_train,train_tolerance_floor,auc_ci_low,auc_ci_high,auc_noninferior,j_ci_low,j_ci_high,j_noninferior,deployment_recommendation
0.02,14,True,39,2.7857142857142856,0.9894667352537723,0.9782235939643347,-0.011243141289437597,0.8962962962962964,0.911111111111111,0.014814814814814614,0.9137931034482758,0.8981191222570533,0.8955172413793102,-0.01625838807345368,-0.006424962288086059,True,-0.0052509994677099325,0.0357037402650144,True,True
