fpr,tpr,threshold
0.0,0.0,inf
0.0,0.00186219739292365,0.9906535266957646
0.0,0.10242085661080075,0.9329648065678133
0.001303780964797914,0.10242085661080075,0.9286140839339815
0.001303780964797914,0.1042830540037244,0.9285951968997994
0.001955671447196871,0.1042830540037244,0.9265323318750192
0.001955671447196871,0.10986964618249534,0.9232571940463546
0.002607561929595828,0.10986964618249534,0.9185508124685355
0.002607561929595828,0.11359404096834265,0.9155814269109602
0.003259452411994785,0.11359404096834265,0.9146189093304743
0.003259452411994785,0.1154562383612663,0.9145137288774013
0.005215123859191656,0.1154562383612663,0.9071024410551022
0.005215123859191656,0.11731843575418995,0.8992002768554123
0.005867014341590613,0.11731843575418995,0.8984250569230464
0.005867014341590613,0.1266294227188082,0.8945661125228602
0.007170795306388526,0.1266294227188082,0.8933256921975146
0.007170795306388526,0.13221601489757914,0.8897535618602844
0.007822685788787484,0.13221601489757914,0.8881451456045748
0.007822685788787484,0.14152700186219738,0.8848815714539678
0.009126466753585397,0.14152700186219738,0.883118472833051
0.009126466753585397,0.14338919925512103,0.8805908299927012
0.009778357235984355,0.14338919925512103,0.8805567462000343
0.009778357235984355,0.1452513966480447,0.8773974200735101
0.010430247718383311,0.1452513966480447,0.8763502992233527
0.010430247718383311,0.14711359404096835,0.8755796656195196
0.01108213820078227,0.14711359404096835,0.8742724789601547
0.01108213820078227,0.15456238361266295,0.8709853717918691
0.011734028683181226,0.15456238361266295,0.8705984239322501
0.011734028683181226,0.16201117318435754,0.8673915729813134
0.012385919165580182,0.16201117318435754,0.8669300993803746
0.012385919165580182,0.16387337057728119,0.8601529931000663
0.01303780964797914,0.16387337057728119,0.85968584158042
0.01303780964797914,0.16759776536312848,0.8578245226064904
0.014341590612777053,0.16759776536312848,0.8540865284827612
0.014341590612777053,0.1824953445065177,0.8457283812555644
0.01499348109517601,0.1824953445065177,0.845317943563562
0.01499348109517601,0.18808193668528864,0.8419848269456212
0.01564537157757497,0.18808193668528864,0.8410697463600708
0.01564537157757497,0.19366852886405958,0.8370323676320296
0.016297262059973925,0.19366852886405958,0.8361982844521916
0.016297262059973925,0.1973929236499069,0.8323202404711357
0.01694915254237288,0.1973929236499069,0.8322684992946783
0.01694915254237288,0.21787709497206703,0.8153031517839848
0.017601043024771838,0.21787709497206703,0.8152169903307704
0.017601043024771838,0.24208566108007448,0.7932088977454168
0.018252933507170794,0.24208566108007448,0.7922052091232039
0.018252933507170794,0.24581005586592178,0.7899353580881047
0.018904823989569754,0.24581005586592178,0.7895113639638669
0.018904823989569754,0.27001862197392923,0.7655321245996303
0.01955671447196871,0.27001862197392923,0.7651232940343458
0.01955671447196871,0.2718808193668529,0.7646358591391084
0.020208604954367666,0.2718808193668529,0.7632763430672008
0.020208604954367666,0.2774674115456238,0.7613765011214964
0.020860495436766623,0.2774674115456238,0.7559151532943382
0.020860495436766623,0.27932960893854747,0.753608919489254
0.02151238591916558,0.27932960893854747,0.7530754383289823
0.02151238591916558,0.28305400372439476,0.7521729369424657
0.02216427640156454,0.28305400372439476,0.7517390149220128
0.02216427640156454,0.2905027932960894,0.7457081163254565
0.02346805736636245,0.2905027932960894,0.744906361086751
0.02346805736636245,0.29236499068901306,0.7448197648903379
0.024119947848761408,0.29236499068901306,0.7444192856465992
0.024119947848761408,0.3054003724394786,0.7361229167100157
0.024771838331160364,0.3054003724394786,0.7359073784113552
0.024771838331160364,0.30726256983240224,0.7359073598957174
0.02607561929595828,0.30726256983240224,0.7338953469245386
0.02607561929595828,0.31471135940409684,0.730439754580771
0.026727509778357236,0.31471135940409684,0.7284867627011908
0.026727509778357236,0.33147113594040967,0.7184129423466413
0.02803129074315515,0.33147113594040967,0.7167239612407027
0.02803129074315515,0.3463687150837989,0.7129482747482676
0.02998696219035202,0.3463687150837989,0.7118761849700558
0.02998696219035202,0.34823091247672255,0.7111165641450866
0.030638852672750978,0.34823091247672255,0.7105818889172073
0.030638852672750978,0.3538175046554935,0.7084605698825018
0.03129074315514994,0.3538175046554935,0.7073023467456623
0.03129074315514994,0.35567970204841715,0.7067424982953623
0.031942633637548894,0.35567970204841715,0.7038020576762447
0.031942633637548894,0.3575418994413408,0.703408235729977
0.03259452411994785,0.3575418994413408,0.7033709506838495
0.03259452411994785,0.3612662942271881,0.7020166053078525
0.033246414602346806,0.3612662942271881,0.7015938382935144
0.033246414602346806,0.39664804469273746,0.6892614605100036
0.03455019556714472,0.39664804469273746,0.6862538772852875
0.03455019556714472,0.40782122905027934,0.679310365668624
0.035202086049543675,0.40782122905027934,0.6791191572262436
0.035202086049543675,0.409683426443203,0.679089435279836
0.03585397653194263,0.409683426443203,0.6773616543831039
0.03585397653194263,0.4171322160148976,0.6741753299063524
0.03650586701434159,0.4171322160148976,0.67263540461922
0.03650586701434159,0.4376163873370577,0.6613173417957573
0.037157757496740544,0.4376163873370577,0.6607984324968812
0.037157757496740544,0.43947858472998136,0.6575589121025174
0.03780964797913951,0.43947858472998136,0.6531034537008077
0.03780964797913951,0.441340782122905,0.6522356099315093
0.038461538461538464,0.441340782122905,0.6518287076042403
0.038461538461538464,0.4450651769087523,0.6509033585811812
0.03911342894393742,0.4450651769087523,0.6507590656304001
0.03911342894393742,0.4655493482309125,0.6335485343183545
0.039765319426336376,0.4655493482309125,0.6328627821080751
0.039765319426336376,0.47113594040968343,0.6309581727784717
0.04041720990873533,0.47113594040968343,0.6301903312890347
0.04041720990873533,0.4767225325884544,0.6282635476622693
0.041720990873533245,0.4767225325884544,0.6266942960393109
0.041720990873533245,0.48044692737430167,0.6262213406070356
0.0423728813559322,0.48044692737430167,0.6261603553408105
0.0423728813559322,0.4823091247672253,0.6260259653419352
0.043676662320730114,0.4823091247672253,0.6218374709514948
0.043676662320730114,0.48417132216014896,0.6216658524498924
0.04432855280312908,0.48417132216014896,0.6206673061357552
0.04432855280312908,0.49162011173184356,0.6188892973398064
0.04563233376792699,0.49162011173184356,0.6176529499568649
0.04563233376792699,0.49906890130353815,0.6111736858877844
0.046284224250325946,0.49906890130353815,0.609625086607032
0.046284224250325946,0.5065176908752328,0.6073093650381833
0.0469361147327249,0.5065176908752328,0.6055701575977573
0.0469361147327249,0.5083798882681564,0.60402547042409
0.048239895697522815,0.5083798882681564,0.6031230696927662
0.048239895697522815,0.5288640595903166,0.5792700899013583
0.04889178617992177,0.5288640595903166,0.5773216107707447
0.04889178617992177,0.5325884543761639,0.573407323950127
0.05084745762711865,0.5325884543761639,0.5700413491368967
0.05084745762711865,0.5381750465549349,0.5651055905800767
0.051499348109517604,0.5381750465549349,0.5632190853337457
0.051499348109517604,0.547486033519553,0.5551462849964494
0.05215123859191656,0.547486033519553,0.5524995937204625
0.05215123859191656,0.5512104283054003,0.5447165068651834
0.052803129074315516,0.5512104283054003,0.5427922789106046
0.052803129074315516,0.5567970204841713,0.538014652919309
0.05345501955671447,0.5567970204841713,0.5378646152786017
0.05345501955671447,0.5586592178770949,0.537558409405025
0.05410691003911343,0.5586592178770949,0.5365215291126807
0.05410691003911343,0.5642458100558659,0.535257654432083
0.0560625814863103,0.5642458100558659,0.5329121318350695
0.0560625814863103,0.5679702048417132,0.5293379312778332
0.05736636245110821,0.5679702048417132,0.5272211152302104
0.05736636245110821,0.5772811918063314,0.5123395903292979
0.058018252933507174,0.5772811918063314,0.5098203112808504
0.058018252933507174,0.5791433891992551,0.5094627942891857
0.05867014341590613,0.5791433891992551,0.5087645230551981
0.05867014341590613,0.5810055865921788,0.5083526468121888
0.059322033898305086,0.5810055865921788,0.5083403860631395
0.059322033898305086,0.5940409683426443,0.5006817257535164
0.05997392438070404,0.5940409683426443,0.49864581575077316
